,name,site_url,country,bias,factual,press_freedom,media_type,popularity,MBFC_credibility,image_url,page_url,biaser
1069,American Heritage,https://www.americanheritage.com,Usa,Center,High,Mostly free,Website,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased071.png,https://mediabiasfactcheck.com/american-heritage/,mediabiasfactcheck.com
1070,American Press Institute (API),https://www.americanpressinstitute.org,Usa,Center,Very high,Mostly free,Organization/foundation,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased041.png,https://mediabiasfactcheck.com/american-press-institute-api/,mediabiasfactcheck.com
1071,AmoMama,https://news.amomama.com/,Cyprus,Center,Mostly factual,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased021.png,https://mediabiasfactcheck.com/amomama/,mediabiasfactcheck.com
1072,Anchorage Daily News,https://www.adn.com/,Usa,Center,High,N/A,Newspaper,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased081.png,https://mediabiasfactcheck.com/anchorage-daily-news/,mediabiasfactcheck.com
1073,Anderson Independent Mail,https://www.independentmail.com/,Usa,Center,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/anderson-independent-mail/,mediabiasfactcheck.com
1074,Arc Digital,https://arcdigital.media/,Usa,Center,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased071.png,https://mediabiasfactcheck.com/arc-digital/,mediabiasfactcheck.com
1075,Arirang,https://www.arirang.com/,South korea,Center,High,Mostly free,Tv station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/arirang/,mediabiasfactcheck.com
1076,Army Times,https://www.armytimes.com,Usa,Center,High,Mostly free,Newspaper,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased021.png,https://mediabiasfactcheck.com/army-times/,mediabiasfactcheck.com
1077,Ars Technica,https://arstechnica.com,Usa,Center,High,Mostly free,Website,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/ars-technica/,mediabiasfactcheck.com
1078,Asheboro Courier-Tribune,https://www.courier-tribune.com/,Usa,Center,High,N/A,Website,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased081.png,https://mediabiasfactcheck.com/asheboro-courier-tribune/,mediabiasfactcheck.com
1079,Asia Times,https://www.asiatimes.com,Hong kong,Center,High,N/A,Newspaper,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased021.png,https://mediabiasfactcheck.com/asia-times/,mediabiasfactcheck.com
1080,Aspen Times,https://www.summitdaily.com/,Usa,Center,High,Mostly free,Newspaper,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased071.png,https://mediabiasfactcheck.com/aspen-times-bias/,mediabiasfactcheck.com
1081,Athens Messenger,https://www.athensmessenger.com/,Usa,Center,High,Mostly free,Newspaper,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased041.png,https://mediabiasfactcheck.com/athens-messenger-bias/,mediabiasfactcheck.com
1082,Atlas Obscura,https://www.atlasobscura.com/,Usa,Center,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased051.png,https://mediabiasfactcheck.com/atlas-obscura/,mediabiasfactcheck.com
1083,Auburn Citizen,https://auburnpub.com/,Usa,Center,High,Mostly free,Newspaper,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased101.png,https://mediabiasfactcheck.com/auburn-citizen-bias/,mediabiasfactcheck.com
1084,Australian Associated Press (AAP),https://www.aap.com.au/,Australia,Center,High,N/A,News agency,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased091.png,https://mediabiasfactcheck.com/australian-associated-press-aap/,mediabiasfactcheck.com
1085,Avenue News,https://www.avenuenews.com/,Usa,Center,High,Mostly free,Newspaper,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased041.png,https://mediabiasfactcheck.com/avenue-news-bias/,mediabiasfactcheck.com
1086,azfamily.com,https://www.azfamily.com/,Usa,Center,High,Mostly free,Tv station,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/azfamily-com/,mediabiasfactcheck.com
1087,Babnet Tunisia,https://www.babnet.net/,Tunisia,Center,Mixed,Moderate freedom,Website,Medium,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased091.png,https://mediabiasfactcheck.com/babnet-bias/,mediabiasfactcheck.com
1088,Ballotpedia,https://ballotpedia.org/Main_Page,Usa,Center,Very high,N/A,Organization/foundation,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased051.png,https://mediabiasfactcheck.com/ballotpedia/,mediabiasfactcheck.com
1089,Beatrice Daily Sun,https://beatricedailysun.com/,Usa,Center,High,Mostly free,Newspaper,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased101.png,https://mediabiasfactcheck.com/beatrice-daily-sun-bias/,mediabiasfactcheck.com
1090,Belleville News-Democrat,https://www.bnd.com/,Usa,Right-center,High,Mostly free,Website,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased021.png,https://mediabiasfactcheck.com/belleville-news-democrat/,mediabiasfactcheck.com
1091,Benzinga,https://www.benzinga.com/,Usa,Center,High,Mostly free,Website,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased071.png,https://mediabiasfactcheck.com/benzinga/,mediabiasfactcheck.com
1092,BestLife,bestlifeonline.com,Usa,Center,Mostly factual,Mostly free,Website,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased081.png,https://mediabiasfactcheck.com/bestlife/,mediabiasfactcheck.com
1093,Better Government Association,https://www.bettergov.org/,Usa,Center,High,Mostly free,Organization/foundation,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased011.png,https://mediabiasfactcheck.com/better-government-association/,mediabiasfactcheck.com
1094,Big News Network,https://www.bignewsnetwork.com,United arab emirates,Center,Mostly factual,Limited freedom,Website,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/big-news-network/,mediabiasfactcheck.com
1095,Big Think,https://bigthink.com/,Usa,Center,High,N/A,Website,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased041.png,https://mediabiasfactcheck.com/big-think/,mediabiasfactcheck.com
1096,Biloxi Sun Herald,http://sunherald.com,Usa,Center,High,N/A,Newspaper,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/biloxi-sun-herald/,mediabiasfactcheck.com
1097,Biography (A&E),https://www.biography.com/,Usa,Center,High,Mostly free,Website,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/biography-ae-bias/,mediabiasfactcheck.com
1098,Bismarck Tribune,https://bismarcktribune.com/,Usa,Center,High,Mostly free,Newspaper,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased071.png,https://mediabiasfactcheck.com/bismarck-tribune/,mediabiasfactcheck.com
1099,Blasting News,https://us.blastingnews.com,United kingdom,Center,High,Mostly free,Website,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/blastingnews/,mediabiasfactcheck.com
1100,Bleeping Computer,https://www.bleepingcomputer.com,Usa,Center,High,Mostly free,Website,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased051.png,https://mediabiasfactcheck.com/bleeping-computer-bias-rating/,mediabiasfactcheck.com
1101,BNO News,https://bnonews.com/,Netherlands,Center,High,N/A,News agency,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/bno-news/,mediabiasfactcheck.com
1102,BorderReport,https://www.borderreport.com/,Usa,Center,High,Mostly free,Website,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/borderreport-bias/,mediabiasfactcheck.com
1103,Bozeman Daily Chronicle,https://www.bozemandailychronicle.com/,Usa,Center,High,Mostly free,Newspaper,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased041.png,https://mediabiasfactcheck.com/bozeman-daily-chronicle/,mediabiasfactcheck.com
1104,Bridge Michigan,https://www.bridgemi.com/,Usa,Left-center,High,N/A,Organization/foundation,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leftcenter06.png,https://mediabiasfactcheck.com/bridge-magazine/,mediabiasfactcheck.com
1105,Bring Me The News,https://bringmethenews.com/,Usa,Center,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/bring-me-the-news/,mediabiasfactcheck.com
1106,Bristol Herald Courier,https://heraldcourier.com/,Usa,Center,High,Mostly free,Newspaper,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased101.png,https://mediabiasfactcheck.com/bristol-herald-courier-bias/,mediabiasfactcheck.com
1107,Bryan-College Station Eagle,https://theeagle.com/,Usa,Center,High,Mostly free,Newspaper,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased101.png,https://mediabiasfactcheck.com/bryan-college-station-eagle-bias/,mediabiasfactcheck.com
1108,Buffalo News,https://www.buffalonews.com/,Usa,Center,High,Mostly free,Newspaper,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased101.png,https://mediabiasfactcheck.com/buffalo-news/,mediabiasfactcheck.com
1109,Bullshido,https://www.bullshido.net/,Usa,Center,High,Mostly free,Website,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/bullshido/,mediabiasfactcheck.com
1110,Burnett County Sentinel,http://www.burnettcountysentinel.com,Usa,Center,Mostly factual,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/burnett-county-sentinel/,mediabiasfactcheck.com
1111,Business 2 Community,https://www.business2community.com/,Usa,Center,Mostly factual,N/A,Website,Minimal,Medium,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased041.png,https://mediabiasfactcheck.com/business-2-community/,mediabiasfactcheck.com
1112,C-SPAN,https://www.c-span.org/,Usa,Center,Very high,N/A,Tv station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased051.png,https://mediabiasfactcheck.com/c-span/,mediabiasfactcheck.com
1113,Cable Public Affairs Channel (CPAC),https://www.cpac.ca/en/,Canada,Center,High,N/A,Tv station,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased051.png,https://mediabiasfactcheck.com/canadian-public-affairs-channel-cpac/,mediabiasfactcheck.com
1114,Cape Cod Times,http://www.capecodtimes.com,Usa,Center,High,N/A,Newspaper,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased021.png,https://mediabiasfactcheck.com/cape-cod-times/,mediabiasfactcheck.com
1115,Cape Coral Breeze,https://www.capecoralbreeze.com/,Usa,Center,High,Mostly free,Newspaper,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased101.png,https://mediabiasfactcheck.com/cape-coral-breeze-bias/,mediabiasfactcheck.com
1116,Capitol Fax,https://capitolfax.com,Usa,Center,High,N/A,Website,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/capitol-fax/,mediabiasfactcheck.com
1117,Carroll County News,https://www.carrollconews.com/,Usa,Center,High,Mostly free,Newspaper,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/carroll-county-news-bias/,mediabiasfactcheck.com
1118,Casper Star-Tribune,https://trib.com/,Usa,Center,High,Mostly free,Newspaper,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased071.png,https://mediabiasfactcheck.com/casper-star-tribune/,mediabiasfactcheck.com
1119,Castanet,https://www.castanet.net/,Canada,Center,High,Mostly free,Website,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased021.png,https://mediabiasfactcheck.com/castanet/,mediabiasfactcheck.com
1120,CBS Philly (KYW-TV),https://philadelphia.cbslocal.com/,Usa,Center,High,Mostly free,Tv station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/cbs-philly-kyw-tv/,mediabiasfactcheck.com
1121,Center for Democracy and Technology,https://cdt.org,Usa,Center,High,N/A,Organization/foundation,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased041.png,https://mediabiasfactcheck.com/center-democracy-technology/,mediabiasfactcheck.com
1122,Center for Responsive Politics (Open Secrets),http://www.opensecrets.org/,Usa,Center,Very high,N/A,Organization/foundation,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased051.png,https://mediabiasfactcheck.com/center-for-responsive-politics-open-secrets/,mediabiasfactcheck.com
1123,Center for Strategic and International Studies,https://www.csis.org/,Usa,Center,Very high,N/A,Organization/foundation,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased021.png,https://mediabiasfactcheck.com/center-for-strategic-and-international-studies/,mediabiasfactcheck.com
1124,Challis Messenger,https://www.postregister.com/messenger/,Usa,Center,High,Mostly free,Newspaper,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased041.png,https://mediabiasfactcheck.com/challis-messenger-bias/,mediabiasfactcheck.com
1125,Channel News Asia (CNA),https://www.channelnewsasia.com/,Singapore,Center,High,N/A,Tv station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased071.png,https://mediabiasfactcheck.com/channel-news-asia-cna/,mediabiasfactcheck.com
1126,Charity Navigator,https://www.charitynavigator.org/,Usa,Center,High,N/A,N/A,N/A,N/A,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased051.png,https://mediabiasfactcheck.com/charity-navigator/,mediabiasfactcheck.com
1127,Chattanooga Times Free Press,https://www.timesfreepress.com,Usa,Center,High,Mostly free,Newspaper,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/times-free-press/,mediabiasfactcheck.com
1128,Chico Enterprise-Record,https://www.chicoer.com/,Usa,Center,High,Mostly free,Newspaper,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/chico-enterprise-record-bias/,mediabiasfactcheck.com
1129,Chinook Observer,https://www.chinookobserver.com,Usa,Center,High,Mostly free,Newspaper,Minimal,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased021.png,https://mediabiasfactcheck.com/chinook-observer/,mediabiasfactcheck.com
1130,Christian Science Monitor,http://www.csmonitor.com/,Usa,Center,High,N/A,Magazine,Medium,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased021.png,https://mediabiasfactcheck.com/christian-science-monitor/,mediabiasfactcheck.com
1131,Cincinnati Enquirer,https://www.cincinnati.com/,Usa,Center,High,Mostly free,Newspaper,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased021.png,https://mediabiasfactcheck.com/cincinnati-enquirer/,mediabiasfactcheck.com
1132,CityNews Calgary,https://calgary.citynews.ca/,Canada,Center,High,N/A,Radio station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/citynews-calgary-bias/,mediabiasfactcheck.com
1133,CityNews Edmonton,https://edmonton.citynews.ca/,Canada,Center,High,N/A,Radio station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/citynews-edmonton-bias/,mediabiasfactcheck.com
1134,CityNews Halifax,https://halifax.citynews.ca/,Canada,Center,High,N/A,Radio station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/citynews-halifax-bias/,mediabiasfactcheck.com
1135,CityNews Kitchener,https://kitchener.citynews.ca/,Canada,Center,High,N/A,Radio station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/citynews-kitchener-bias/,mediabiasfactcheck.com
1136,CityNews Montreal,https://montreal.citynews.ca/,Canada,Center,High,N/A,Radio station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/citynews-montreal-bias/,mediabiasfactcheck.com
1137,CityNews Ottawa,https://ottawa.citynews.ca/,Canada,Center,High,N/A,Radio station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/citynews-ottawa-bias/,mediabiasfactcheck.com
1138,CityNews Toronto,https://toronto.citynews.ca/,Canada,Center,High,N/A,Radio station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/680-news/,mediabiasfactcheck.com
1139,CityNews Vancouver,https://vancouver.citynews.ca/,Canada,Center,High,N/A,Radio station,High,High,https://i0.wp.com/mediabiasfactcheck.com/wp-content/uploads/2016/12/leastbiased031.png,https://mediabiasfactcheck.com/citynews-vancouver-bias/,mediabiasfactcheck.com
